ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002050281-24-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		25000		675000	0	675000		false		0	0		0			0			false
0002043658-24-000002	Pooled Investment Fund	Other Investment Fund	true		Decline to Disclose	3C, 3C.7	false		2024-12-11		false					true					false		50000		Indefinite	6745000	Indefinite		false		41	0		0			0			false
0001538189-24-000003	Other			Decline to Disclose		06b, 4a5	false		2024-12-18		true	true		true	true						false		0		93725	93725	0	Based on Bank of Canada exchange rate of CDN $ 0.6972 for US $1.00 on December 18, 2024.  Value of warrants not included in offering amount.	false		4	0		0			0			false
0001860191-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001860191-23-000001	2021-05-01		true	true				true					false		100000		Indefinite	68700000	Indefinite		false		8	208142	true	0			0		The investment adviser is paid customary management fees.	false
0001641241-24-000003	Other Technology			Decline to Disclose		06b	false		2024-10-29		false			true	true						false		0		3500000	3183997	316003		false		27	0		0			0			false
0001648490-24-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		10000		10000000	0	10000000		false		0	0		0			0			false
0002050364-24-000001	Other			No Revenues		06c	false			true	false	true									false		150000		4000000	0	4000000		false		0	0		0			0	true	Acquisition fee of 1.5% of the purchase price of the Properties, Construction Management Fee & Syndication Setup Fee of $24,500	false
0001493152-24-052571	Pharmaceuticals			Decline to Disclose		06b	false		2024-12-22		false	true									false		0		15000000	15000000	0		false		1	0		0			0	true	While no offering proceeds are set aside for payments to the named officers or directors, it is  possible that some proceeds to be used as working capital will be used indirectly for paying  salaries to employees including executive officers	false
0001863101-24-000002	Insurance			Decline to Disclose		06b	false		2024-12-17		false	true									false		0		4303721	4303721	0		false		35	0		0			0			false
0002049792-24-000002	Other			$1 - $1,000,000		06b	false		2024-12-18		false	true									false		0		15000000	15000000	0		false		1	675000		0			0			false
0002028171-24-000001	Investing			Decline to Disclose		06b	false		2024-12-17		true		true								false		2000000		100000000	4125000	95875000		false		2	100000		0			0			false
0002042970-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		2000		2219000	2219000	0		false		18	0		0			214900	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001910203-24-000002	Residential			Decline to Disclose		06b	false		2024-12-18		false	true									false		1000		2500000	550000	1950000		false		1	0		0			0			false
0002049188-24-000002	Pooled Investment Fund	Other Investment Fund	true		Decline to Disclose	3C, 3C.1	false		2024-12-23		true					true					false		50000		Indefinite	7510320	Indefinite		false		64	0		0			0			false
0000950123-24-012413	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C.7, 3C	false			true	true					true					false		1000000		Indefinite	0	Indefinite		false		0	0		0			0		The Investment Manager of the Issuer is entitled to receive a management fee and the General Partner of the Issuer is entitled to receive a performance allocation, each as set forth in the offering documents of the issuer.	false
0000950123-24-012414	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C.7, 3C	false			true	true					true					false		1000000		Indefinite	0	Indefinite		false		0	0		0			0		The Investment Manager of the Issuer is entitled to receive a management fee and the Managing Member of the Issuer is entitled to receive a performance allocation, each as set forth in the offering documents of the issuer.	false
0002043798-24-000001	Other Banking and Financial Services			$5,000,001 - $25,000,000		3C, 3C.5	false		2024-03-25		true					true					false		25000		100000000	10000000	90000000		false		7	0	true	0	true		150000	true		false
0002043902-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-23		false					true					false		5000		246000	246000	0		false		24	0		0			11000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0000950123-24-012419	Other Real Estate			Not Applicable		06c, 3C.5, 3C	false		2024-12-15		false					true					false		100000		Indefinite	22985000	Indefinite		false		132	0		0			0		The Investment Manager is entitled to a Management Fee and the Managing Member is entitled to reimbursement for all organizational expenses as discussed in the Issuer's confidential offering materials.	false
0000950123-24-012421	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C.7, 3C	false			true	true					true					false		1000000		Indefinite	0	Indefinite		false		0	0		0			0		The Investment Manager of the Issuer is entitled to receive a management fee and the Managing Member of the Issuer is entitled to receive a performance allocation, each as set forth in the offering documents of the issuer.	false
0001839381-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001839381-24-000001	2011-10-01		true					true					false		100000		Indefinite	2647119612	Indefinite	Items 13 and 14 amended to indicate cumulative sales amount and investors, respectively, since fund inception.	false		159	0		0			0			false
0002027994-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-24		false					true					false		1000		294500	294500	0		false		36	0		0			0			false
0001839376-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001839376-24-000001	2016-11-01		true					true					false		100000		Indefinite	94183468	Indefinite	Items 13 and 14 amended to indicate cumulative sales amount and investors, respectively, since fund inception.	false		8	0		0			0			false
0001683168-24-009054	Other Technology			Decline to Disclose		06b	false		2024-12-16		false	true		true							false		1000000		6000000	2500000	3500000		false		2	0		0			0			false
0002050230-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-20		false	true				true					false		0		20000000	20000000	0		false		1	0		0			0			false
0001958994-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001958994-24-000001	2023-01-01		true					true					false		100000		Indefinite	2182686	Indefinite	The total amount sold and number of investors disclosed in this Form D only reflect sales to US investors.	false		1	0		0			0		No gross proceeds of the offering has been or will be used for payments to any of the directors and promoter named under Item 3.	false
0002050361-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-16		false					true					false		1000		13402810	475000	12927810		false		3	0		0			0			false
0001773867-24-000001	Biotechnology			Decline to Disclose		06b	false		2024-12-19		false	true									false		0		14999999	13765000	1234999		false		3	0		0			0			false
0000911420-24-000296	Other Real Estate			Decline to Disclose		06b	false		2024-11-08		false	true							true	limited liability company interests	false		0		120000	120000	0		false		2	0		0			0			false
0002047161-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		2000		262000	262000	0		false		17	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002035012-24-000003	Other Technology			Decline to Disclose		06b	true	0002035012-24-000002	2024-08-16		false	true									false		0		1000000	400000	600000		false		4	0		0			0			false
0000911420-24-000298	Other Real Estate			Decline to Disclose		06b	false		2024-11-08		false	true							true	limited liability company interests	false		0		2500000	2500000	0		false		28	0		0			0			false
0000911420-24-000300	Commercial			Decline to Disclose		3C.1, 06b, 3C	false		2024-12-20		false	true							true	Limited liability company interests	false		0		15775000	15775000	0		false		63	0		0		Payment to commercial debt broker a debt placement fee in the estimated amount of 1.0% (100 basis points) of the loan amount.	0			false
0000911420-24-000301	Commercial			Decline to Disclose		3C.1, 06b, 3C	false		2024-12-20		false	true							true	Limited liability company interests	false		0		15775000	15775000	0		false		63	0		0		Payment to commercial debt broker a debt placement fee in the estimated amount of 1.0% (100 basis points) of the loan amount.	0			false
0002050251-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-19		false					true					false		20000		1255000	1255000	0		false		8	0		0			0			false
0000911420-24-000303	Other Real Estate			Decline to Disclose		3C.1, 06b, 3C	false		2024-11-18		false	true							true	Limited liability company interests	false		0		666000	666000	0		false		5	0		0			0	true	Payment to commercial debt broker a debt placement fee in the estimated amount of 1.0% (100 basis points) of the loan amount.	false
0002049374-24-000002	Residential			No Revenues		06c, 3C, 3C.5	true	0002049374-24-000001		true	true	true				true					false		25000		100000000	0	100000000		false		0	0		0			0	true	Fees will be determined and disclosed to investors on an asset-by-asset basis before the investor chooses to participate in the acquisition.	false
0001866008-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001866008-23-000001	2021-06-30		true					true					false		10000000		Indefinite	538313269	Indefinite		false		14	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Manager as provided for in the Issuer's offering material.	false
0001583168-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000945111-23-000002	2008-05-06		true					true					false		10000000		Indefinite	505549245	Indefinite		false		7	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Advisor as provided for in the Issuer's offering material.	false
0002050417-24-000001	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1	false		2024-10-11		false					true					false		1100		110500	110500	0		false		12	0		0			0			false
0002050416-24-000001	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1	false		2024-10-29		false					true					false		3250		510999	510999	0		false		16	0		0			0			false
0002050415-24-000001	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1	false		2024-10-29		false					true					false		10839		82250	82250	0		false		6	0		0			0			false
0001583370-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001583370-23-000001	2001-12-19		true					true					false		10000000		Indefinite	1289643037	Indefinite		false		28	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Advisor as provided for in the Issuer's offering material.	false
0001123292-24-000419	Other Health Care			Decline to Disclose		3C.1, 06b, 3C	false		2024-05-15		false	true									false		0		12000000	5453203	6546797		false		11	0		0			0			false
0002050371-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	false		2024-12-04		false	true									false		94000		11938000	11938000	0		false		2	358140		0			0			false
0001592554-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001592554-23-000001	2014-11-19		true					true					false		10000000		Indefinite	169895133	Indefinite		false		16	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Manager as provided for in the Issuer's offering material.	false
0002050037-24-000001	Oil and Gas			Decline to Disclose		06c	false			true	false							true			false		0		17947368	0	17947368		false		0	1435789	true	0		Commissions of up to 6% of the aggregate purchase price will be paid to the Selling Group, and the managing broker-dealer will receive a fee up to 2% of the total sales.	538421	true	3%  of the amount sold in the offering will be paid to the parent company as an acquisition fee, which will be distributed to the members of the member of the sole member of the Issuer.	false
0001901857-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001901857-23-000002	2022-01-01		true					true					false		10000000		Indefinite	623000000	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		8	0		0			0			false
0002049310-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2024-12-22		true					true					false		0		Indefinite	59880000	Indefinite		false		66	0		0			0			false
0002049310-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2024-12-22		true					true					false		0		Indefinite	334355000	Indefinite		false		382	0		0			0			false
0001104659-24-132568	Other Real Estate			Decline to Disclose		06b	false		2024-12-12		false	true									false		0		11300000	11300000	0		false		61	0		0			0			false
0002042307-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		10000		210000	210000	0		false		12	0		0			11000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002049444-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-19		false					true					false		0		24000000	24000000	0		false		3	0		0			0		The Management Company is entitled to a management fee payable by the Issuer.	false
0001747998-24-000001	Other Technology			Decline to Disclose		06b	true	0001747998-22-000003	2022-05-27		true	true									false		1		10999987	10666174	333813		false		14	0		0			0			false
0001595806-24-000003	Biotechnology			Decline to Disclose		06b	false		2024-12-12		false	true									false		0		50000000	29062615	20937385		false		33	0		0			0			false
0002025679-24-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002025679-24-000002	2024-05-31		false					true					false		1		439362	439362	0		false		7	0		0			23500	true	This amount represents a cost to cover fund organizational and operating expenses.	false
0001493152-24-052557	Other			Decline to Disclose		06b	false		2024-12-18		false	true		true	true						false		0		36000	36000	0	CAD $51,634.80 based on Bank of Canada exchange rate of $1.4343 on December 18, 2024	false		1	0		0			0			false
0002049965-24-000001	Other			Decline to Disclose		06b	false		2024-12-13		true	true									false		8000		226224	226224	0		false		4	13572		0			0		Gross proceeds will be used for general investment purposes, which may include payment of management fees and acquisition fees.	false
0002048136-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-19		false					true					false		0		9750000	9750000	0		false		14	0		0			0		The Management Company is entitled to a management fee payable by the Issuer.	false
0002050394-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-23		false					true					false		1000		1851326	1851326	0		false		39	0		0			19500		This amount represents a cost to cover fund organizational and operating expenses.	false
0002005539-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001722982-23-000003		true	true					true			true	Participating Shares	false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	Blue Mountain Bridge Capital Limited and certain persons listed in Item 3 may receive a management fee based on the value of the issuer's assets and/or a performance based fee based on the issuer's profits.	false
0002013363-24-000011	Other Real Estate			Decline to Disclose		06b, 3C, 3C.5	true	0002013363-24-000010	2024-02-12		false	true				true					false		250000		250000000	24992500	225007500	Regarding Item 11, the Issuer may accept smaller investments in the Issuer's sole discretion.	false		81	7500000	true	0	true		0	true		false
0001104659-24-132557	Retailing			Over $100,000,000		06c	true	0001104659-23-129073	2018-09-04		true	true			true						false		0		19116606	81547	19035059	The figures above exclude options that lapsed subsequent to grant.	false		1	0		0			0			false
0001104659-24-132556	Retailing			Over $100,000,000		06c	true	0001104659-23-129072	2017-05-09		true	true			true						false		0		23271645	3311320	19960325	The figures above exclude options that lapsed subsequent to grant.	false		22	0		0			0			false
0002029018-24-000001	Oil and Gas			Decline to Disclose		06c	false		2024-07-10		false								true	Joint Venture Interests	false		50000		1100000	1100000	0		false		11	0		0			0			false
0002049494-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0002020118-24-000001	Other Technology			No Revenues		06b	false		2024-04-02		false	true									false		10000		3500000	3500000	0		false		12	0		0			0			false
0000892712-24-000146	Commercial			Decline to Disclose		06b	false		2024-12-06		false	true									false		50000		1300000	1300000	0		false		11	0		0			600000		Payment of a development fee to the manager.	false
0002050386-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-19		false					true					false		25000		234971	234971	0		false		5	0		0			12011		This amount represents a cost to cover fund organizational and operating expenses and fees paid to the Issuer's Manager.	false
0002049530-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-16		false					true					false		0		144300000	144300000	0	The Total Offering Amount and Total Amount Sold represent the aggregate amounts between the Issuer and Sverica Continuation Fund I LP, for which the Issuer is a feeder fund.	false		5	2549267		0		Sales Commissions reflects the aggregate amount across the Issuer and Sverica Continuation Fund I LP, for which the Issuer is a feeder fund.	0		The Issuer's General Partner (or its designee) is entitled to a management fee payable by the Issuer.	false
0002050390-24-000001	Other			Decline to Disclose		06b	false		2024-12-12		false	true									false		0		35999	35999	0		false		13	0		0			0	true		false
0001104659-24-132548	Retailing			Over $100,000,000		06c	true	0001104659-23-129071	2016-10-06		true	true			true						false		0		26022371	10739489	15282882	The figures above exclude options that lapsed subsequent to grant.	false		36	0		0			0			false
0001635568-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001635568-23-000001	2018-03-12		true					true					false		0		Indefinite	4561000	Indefinite		false		19	0	true	0	true		0	true	Bravance Healthcare Investors, LLC and certain persons listed in item 3 may receive a management fee based on the value of the issuer's assets and/or a performance fee based on the issuer's profits.	false
0002049530-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-16		false					true					false		0		144300000	144300000	0	The Total Offering Amount and Total Amount Sold represent the aggregate amount between the Issuer and Sverica CF Feeder I LP, the Issuer's feeder fund.	false		12	2549267		0		Sales Commissions reflects the aggregate amount across the Issuer and Sverica CF Feeder I LP, the Issuer's feeder fund.	0		The Issuer's General Partner (or its designee) is entitled to a management fee payable by the Issuer.	false
0001104659-24-132547	Retailing			Over $100,000,000		06c	true	0001104659-23-129069	2015-01-13		true	true			true						false		0		10070322	10070322	0	The figures above exclude options that lapsed subsequent to grant.	false		34	0		0			0			false
0002031304-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-20		false					true					false		1000		1154616	1154616	0		false		25	0		0			11650		This amount represents a cost to cover fund organizational and operating expenses.	false
0001958483-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06c, 3C, 3C.7	false		2024-12-20		false					true			true	Limited Partnership Interests	false		0		Indefinite	554300000	Indefinite	The Total Amount Sold reflects an aggregate amount including the amounts sold by the Issuer and a parallel fund of the Issuer.	false		3	0	true	0	true		0	true		false
0002049508-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The General Partner or an affiliate of the General Partner may receive payments deemed to be made from the proceeds of the offering including management fees and/or carried interest. The amount of such fees cannot be estimated at this time.	false
0001958268-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06c, 3C, 3C.7	true	0001958268-24-000001	2022-12-30		false					true			true	Limited Partnership Interests	false		0		Indefinite	554300000	Indefinite	The Total Amount Sold reflects an aggregate amount including the amounts sold by the Issuer and a parallel fund of the Issuer.	false		10	0	true	0	true		0	true		false
0000950123-24-012409	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C.7, 3C	true	0001953920-23-000001	2023-01-03		true					true					false		250000		Indefinite	102000000	Indefinite		false		82	0		0		A management fee will be paid to the General Partner as described in the offering documents.	0		A management fee will be paid to the General Partner as described in the offering documents.	false
0002041910-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		496		74387	74387	0		false		20	0		0			8000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001931091-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-17		false					true					false		10000		171886	171886	0		false		10	0		0			11500		This amount represents a cost to cover fund organizational and operating expenses.	false
0002050315-24-000001	Other			Decline to Disclose		06b	false		2024-12-16		false	true			true				true	SAFE (Simple Agreement for Future Equity) and membership interests to be issued upon conversion of SAFE.	false		0		550000	300000	250000		false		4	0		0			0			false
0001811862-24-000003	Other Health Care			Decline to Disclose		06b	false		2024-12-14		false		true	true							false		0		3000000	2600000	400000		false		4	0		0			0			false
0002049159-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-19		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002049359-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-19		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0001948249-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001567619-23-007921	2022-12-29		false	true				true					false		0		600000000	240068600	359931400		false		66	0		0			12000000	true	Estimated mgmt fees payable during 1st year of the investment period of Issuers based on aggregate commitments of $600,000,000.  Add'l fees are payable for the remainder of the term of the Issuers as described in Issuers' confidential offering materials.	true
0001721186-24-000001	Other Technology			Decline to Disclose		06b	false		2024-12-20		false	true		true					true	In connection with the purchases reported herein, certain holders of the Issuer's existing preferred stock and common stock exchanged such shares for a new series of preferred stock.	false		0		16792152	14499994	2292158	The Total Offering and Amount Sold includes the total amount the Issuer could receive upon full exercise of all warrants. The Total Offering and Amount Sold also includes the issuance of stock upon the conversion of outstanding convertible securities.	false		7	0		0			0			false
0002043060-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement agent fees to be paid based upon a fee schedule. Such fees are offset against the management fees payable by the Issuer.	0	true	The general partner is entitled to a carried interest.  The investment manager is entitled to a management fee. The carried interest and management fee are fully disclosed in the Issuer's confidential governing documents.	false
0001952924-24-000003	Other			$1 - $1,000,000		06c	true	0001952924-24-000002	2022-11-10		false	true									false		27668		553370	470365	83005		false		9	0		0			0			false
0001104659-24-132525	Biotechnology			Decline to Disclose		06b	false		2024-12-23		false	true			true						false		100000		16100000	16100000	0		false		5	816000		0			0			false
0002050254-24-000001	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1	false		2024-07-04		false					true					false		10223		288026	288026	0		false		15	0		0			0			false
0000945621-24-001036	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-12-18		false	true				true					false		0		Indefinite	149500000	Indefinite		false		2	0		0			0			false
0002050333-24-000001	Other Real Estate			Decline to Disclose		06b, 3C, 3C.5	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The general partner of the Issuer is entitled to a carried interest and the Issuer's investment manager is entitled to a management fee. The carried interest and management fee are discussed in the Issuer's governing documents.	false
0002050255-24-000001	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1	false		2024-05-18		false					true					false		10618		98072	98072	0		false		8	0		0			0			false
0002038417-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-20		false					true					false		1000		123080	123080	0		false		40	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002046541-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.1	false			true	false					true					false		0		15000000	0	15000000		false		0	0		0			0			false
0002043544-24-000002	Pooled Investment Fund	Other Investment Fund	true		Decline to Disclose	3C, 3C.7	false		2024-10-29		false					true					false		100000		Indefinite	3700000	Indefinite		false		9	0		0			0			false
0001617125-24-000002	Other Health Care			Decline to Disclose		04	true	0001617125-24-000001	2024-12-16		false	true									false		0		1734876	1012011	722865		true	1	7	0		0			0			false
0002049699-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0000902664-24-007067	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.7	false			true	true	true				true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0002041893-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Certain affiliates of the General Partner may receive payments deemed to be made from the proceeds of the offering including management fees and/or incentive allocations. The amount of such fees cannot be estimated at this time.	false
0001566253-24-000002	Pooled Investment Fund	Hedge Fund	false		$50,000,001 - $100,000,000	06b	true	0001566253-24-000001	2013-01-01		true	true		true		true					false		1000000		Indefinite	92120862	Indefinite		false		26	0		0		All sales to date have been internal.	0		General Partner receives management and performance fees calculated as a percentage of assets and annual performance, respectively.	false
0001981123-24-000001	Other Technology			Decline to Disclose		06b	true	0001981123-23-000001	2022-04-25		true	true		true	true						false		1		Indefinite	1850000	Indefinite		false		25	0		0			0			false
0002049826-24-000002	Other Technology			No Revenues		04, 06b, 4a5	false		2024-12-12		false	true									false		48000		Indefinite	0	Indefinite	I issued 5% equity in a pre-revenue company with no formal valuation in exchange for a $48,000 loan from my sister. As the company has no revenue and the equity has no market-determined value, the offering amount is difficult to quantify precisely.	false		1	0		0			0			false
0002045835-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-23		false	true				true					false		14938		165704	165704	0		false		5	8285		0			0			false
0001953285-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001953285-23-000001		true	false					true			true	Limited Partnership Interests	false		0		20000000	0	20000000		false		0	0	true	0	true		0	true	Chainstreet LLC and certain persons listed in item 3 may receive a management fee based on the value of the issuer's assets and/or a performance fee based on the issuer's profits.	false
0001898407-24-000003	Other			$1 - $1,000,000		06b	true	0001898407-23-000002	2023-07-31		true	true			true						false		5000		2705000	2034600	670400		false		21	0		0			500000	true	Amount reflects salaries and independent contractor fees paid to Executive Officers and Directors for future services.	false
0001741708-24-000002	Oil and Gas			$1 - $1,000,000		06b	false		2024-12-23		false								true	Joint Venture offering revenue interests in the drilling of the Great Balls of Fire Sidetrack Oil Well	false		50000		1000000	200000	800000		false		1	0		0		No sales commisions will be paid	85000	true		false
0002042368-24-000007	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002006556-24-000004	2023-01-01		true					true					false		1000000		Indefinite	60000000	Indefinite		false		2	0	true	0	true		18000	true	Organizational Expenses will be reimbursed to the General Partner and Investment Manager. A management fee will be paid to the Investment Manager in accordance with the Issuer's offering documents.	false
0002001301-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000897069-23-001856	2024-09-01		true	true				true					false		0		Indefinite	11222570	Indefinite		false		5	0		0			0			false
